Test Function,Algorithm,Trial,Best Score,Time (s)
Ackley,FA,22,19.47255877154017,0.35167765617370605
Ackley,FA,23,20.01807029427656,0.3852372169494629
Ackley,FA,24,19.92408857163918,0.353773832321167
Ackley,FA,25,19.675721442977455,0.3473317623138428
Ackley,FA,26,19.95248556836633,7.64884352684021
Ackley,FA,27,19.36049437728051,-7.002201795578003
Ackley,FA,28,20.136023076151748,0.35009169578552246
Ackley,FA,29,19.08723288255904,0.3447716236114502
Ackley,FA,30,19.745510395838195,0.3410682678222656
Ackley,CS,1,16.390492822848557,0.06387925148010254
Ackley,CS,2,15.350623376480169,0.06167888641357422
Ackley,CS,3,16.66301000285917,0.06407523155212402
Ackley,CS,4,12.294586751207703,0.0677487850189209
Ackley,CS,5,14.851147499217783,0.0712881088256836
Ackley,CS,6,18.337236222171033,0.06801772117614746
Ackley,CS,7,5.558293150731352,0.07092046737670898
Ackley,CS,8,16.851310646796158,0.06927227973937988
Ackley,CS,9,15.35889663147075,0.0651404857635498
Ackley,CS,10,14.273943770067962,0.0623629093170166
Ackley,CS,11,15.983738417083922,0.06685614585876465
Ackley,CS,12,15.239611330412318,0.06516432762145996
Ackley,CS,13,18.036831874330744,0.0669102668762207
Ackley,CS,14,18.553068286871785,0.06456923484802246
Ackley,CS,15,16.085243104668113,0.06531381607055664
Ackley,CS,16,17.93931951714,0.06487727165222168
Ackley,CS,17,18.600965969939278,0.06434845924377441
Ackley,CS,18,11.41699289036351,0.06603169441223145
Ackley,CS,19,17.27416472946042,0.06641411781311035
Ackley,CS,20,17.512185490347083,0.06666231155395508
Ackley,CS,21,16.010964610873085,0.06603550910949707
Ackley,CS,22,16.510513780324718,0.06392669677734375
Ackley,CS,23,14.111992113451322,0.0656130313873291
Ackley,CS,24,11.815607837929502,0.06724882125854492
Ackley,CS,25,17.63787727685478,0.06356287002563477
Ackley,CS,26,16.26263818286557,0.06450438499450684
Ackley,CS,27,10.269954132075467,0.06317305564880371
Ackley,CS,28,15.03272655246042,0.06171989440917969
Ackley,CS,29,17.612613958143946,0.06378769874572754
Ackley,CS,30,15.83499414733953,0.06322622299194336
Ackley,Hill Climbing,1,19.477662471976807,0.12676501274108887
Ackley,Hill Climbing,2,19.66123192132702,0.12560749053955078
Ackley,Hill Climbing,3,19.422644821919103,0.12825870513916016
Ackley,Hill Climbing,4,19.730187363724156,0.12597441673278809
Ackley,Hill Climbing,5,19.467507037478146,0.1259937286376953
Ackley,Hill Climbing,6,19.68307338671864,0.12574481964111328
Ackley,Hill Climbing,7,19.65330968034708,0.12453103065490723
Ackley,Hill Climbing,8,19.470142311328456,0.1300525665283203
Ackley,Hill Climbing,9,19.572681234000147,0.12659335136413574
Ackley,Hill Climbing,10,19.59189665468303,0.1256563663482666
Ackley,Hill Climbing,11,19.15059843527568,0.12584733963012695
Ackley,Hill Climbing,12,19.405720172712705,0.12734365463256836
Ackley,Hill Climbing,13,19.872234623413345,0.1283857822418213
Ackley,Hill Climbing,14,19.688370433743835,7.414115905761719
Ackley,Hill Climbing,15,18.743542839481204,-7.240278005599976
Ackley,Hill Climbing,16,19.797114070066602,0.12585926055908203
Ackley,Hill Climbing,17,18.912489616858107,0.12472796440124512
Ackley,Hill Climbing,18,19.786344599636013,0.12539458274841309
Ackley,Hill Climbing,19,19.654674321233575,0.1267848014831543
Ackley,Hill Climbing,20,19.839786064175662,0.12715506553649902
Ackley,Hill Climbing,21,19.48023388227706,0.12528347969055176
Ackley,Hill Climbing,22,18.5544998997826,0.12613511085510254
Ackley,Hill Climbing,23,19.48222272569397,0.129594087600708
Ackley,Hill Climbing,24,19.361084914506456,0.12653207778930664
Ackley,Hill Climbing,25,19.16232307927671,0.12527990341186523
Ackley,Hill Climbing,26,19.839520261853863,0.12753009796142578
Ackley,Hill Climbing,27,19.700927177212844,0.12674736976623535
Ackley,Hill Climbing,28,19.307516146379616,0.13735055923461914
Ackley,Hill Climbing,29,19.526122702008873,0.13067388534545898
Ackley,Hill Climbing,30,18.27269126347748,0.12769842147827148
Ackley,Simulated Annealing,1,20.026449460513945,0.006163597106933594
Ackley,Simulated Annealing,2,20.58216673335675,0.0021550655364990234
Ackley,Simulated Annealing,3,20.717553043268076,0.0019297599792480469
Ackley,Simulated Annealing,4,20.699777777516633,0.002108335494995117
Ackley,Simulated Annealing,5,20.62228017525371,0.0020241737365722656
Ackley,Simulated Annealing,6,20.51719046228722,0.0019443035125732422
Ackley,Simulated Annealing,7,20.692226780302395,0.001836538314819336
Ackley,Simulated Annealing,8,20.212451308544452,0.0018973350524902344
Ackley,Simulated Annealing,9,20.500631019735437,0.0018334388732910156
Ackley,Simulated Annealing,10,20.85817062106559,0.0018711090087890625
Ackley,Simulated Annealing,11,20.25941362760585,0.0018589496612548828
Ackley,Simulated Annealing,12,20.500739931880315,0.003003358840942383
Ackley,Simulated Annealing,13,20.683287192427024,0.0018656253814697266
Ackley,Simulated Annealing,14,20.324162994643636,0.001932382583618164
Ackley,Simulated Annealing,15,19.582702583590923,0.0024144649505615234
Ackley,Simulated Annealing,16,20.641183106320383,0.0019123554229736328
Ackley,Simulated Annealing,17,20.330242225644387,0.001913309097290039
Ackley,Simulated Annealing,18,20.66241748349777,0.0019450187683105469
Ackley,Simulated Annealing,19,19.44085494699317,0.0019059181213378906
Ackley,Simulated Annealing,20,20.695203847657375,0.0018227100372314453
Ackley,Simulated Annealing,21,20.50579868214108,0.0018901824951171875
Ackley,Simulated Annealing,22,20.305295690460635,0.0023424625396728516
Ackley,Simulated Annealing,23,20.17446442876486,0.0018935203552246094
Ackley,Simulated Annealing,24,20.474242234952943,0.0018434524536132812
Ackley,Simulated Annealing,25,20.527990813937656,0.0019631385803222656
Ackley,Simulated Annealing,26,20.489080804015973,0.001997709274291992
Ackley,Simulated Annealing,27,20.53813846038251,0.0018837451934814453
Ackley,Simulated Annealing,28,20.761004324029987,0.0018236637115478516
Ackley,Simulated Annealing,29,20.030242559940856,0.0018525123596191406
Ackley,Simulated Annealing,30,20.124659004414223,0.0018029212951660156
Ackley,Genetic Algorithm,1,2.3294870099093044,0.07827448844909668
Ackley,Genetic Algorithm,2,2.946284229841613,0.0777595043182373
Ackley,Genetic Algorithm,3,2.240308773695436,0.07476258277893066
Ackley,Genetic Algorithm,4,1.9882621047369295,0.07492995262145996
Ackley,Genetic Algorithm,5,2.360365275140236,0.07466959953308105
Ackley,Genetic Algorithm,6,3.2124240971187175,0.0706334114074707
Ackley,Genetic Algorithm,7,2.319633117207023,0.0731658935546875
Ackley,Genetic Algorithm,8,2.3086445249905343,0.07312369346618652
Ackley,Genetic Algorithm,9,2.5804794859939766,0.07434892654418945
Ackley,Genetic Algorithm,10,2.2080125424116344,0.07235217094421387
Ackley,Genetic Algorithm,11,2.9530172814711944,0.07390880584716797
Ackley,Genetic Algorithm,12,2.5565283799655387,0.07099056243896484
Ackley,Genetic Algorithm,13,3.6041497469453216,0.07257390022277832
Ackley,Genetic Algorithm,14,2.0911584487513264,0.07213568687438965
Ackley,Genetic Algorithm,15,2.640880143504092,0.07320928573608398
Ackley,Genetic Algorithm,16,3.6987353231787528,0.071624755859375
Ackley,Genetic Algorithm,17,2.6575105409278916,0.07140159606933594
Ackley,Genetic Algorithm,18,3.8872869126861613,0.07316064834594727
Ackley,Genetic Algorithm,19,1.5209558302549273,0.07375597953796387
Ackley,Genetic Algorithm,20,2.084372647955345,0.07220005989074707
Ackley,Genetic Algorithm,21,2.449091856728004,0.07445025444030762
Ackley,Genetic Algorithm,22,3.1366176607434544,0.07150673866271973
Ackley,Genetic Algorithm,23,2.3723087301685593,0.07318639755249023
Ackley,Genetic Algorithm,24,3.0389542138156505,0.07274508476257324
Ackley,Genetic Algorithm,25,2.4934470014078305,0.07323479652404785
Ackley,Genetic Algorithm,26,2.900027781377585,0.07354307174682617
Ackley,Genetic Algorithm,27,1.7877084951926574,0.07516169548034668
Ackley,Genetic Algorithm,28,2.4074951895604433,0.07122492790222168
Ackley,Genetic Algorithm,29,3.465970352147274,0.06974959373474121
Ackley,Genetic Algorithm,30,2.612477238690851,0.07248759269714355
