Test Function,Algorithm,Trial,Best Score,Time (s)
Rosenbrock,Simulated Annealing,24,1139.4531750789426,0.0017728805541992188
Rosenbrock,Simulated Annealing,25,965.6780096908094,0.0017619132995605469
Rosenbrock,Simulated Annealing,26,659.5845420143548,0.0017211437225341797
Rosenbrock,Simulated Annealing,27,770.0119480017565,0.0019385814666748047
Rosenbrock,Simulated Annealing,28,1861.1675643060955,0.001730203628540039
Rosenbrock,Simulated Annealing,29,857.2213833785505,0.0018858909606933594
Rosenbrock,Simulated Annealing,30,904.6425182794391,0.0018768310546875
Rosenbrock,Genetic Algorithm,1,84.72759493634898,0.07287812232971191
Rosenbrock,Genetic Algorithm,2,92.32241334342719,0.0714883804321289
Rosenbrock,Genetic Algorithm,3,127.53169502615378,0.06942033767700195
Rosenbrock,Genetic Algorithm,4,17.830440955799684,0.07354879379272461
Rosenbrock,Genetic Algorithm,5,113.10359984506312,0.08535552024841309
Rosenbrock,Genetic Algorithm,6,67.98384046629475,0.0890657901763916
Rosenbrock,Genetic Algorithm,7,42.86315263644187,0.07142829895019531
Rosenbrock,Genetic Algorithm,8,76.94755372932512,0.06901669502258301
Rosenbrock,Genetic Algorithm,9,142.5878970060389,0.07088756561279297
Rosenbrock,Genetic Algorithm,10,24.636083086020765,0.07040834426879883
Rosenbrock,Genetic Algorithm,11,32.124093929319116,0.0749351978302002
Rosenbrock,Genetic Algorithm,12,14.571410815343867,0.06989192962646484
Rosenbrock,Genetic Algorithm,13,14.323973621565809,0.09334111213684082
Rosenbrock,Genetic Algorithm,14,54.94089204501157,0.14122891426086426
Rosenbrock,Genetic Algorithm,15,86.29465052442781,0.08803987503051758
Rosenbrock,Genetic Algorithm,16,88.02515102071955,0.07859039306640625
Rosenbrock,Genetic Algorithm,17,20.989044720164447,0.14298105239868164
Rosenbrock,Genetic Algorithm,18,77.54336579659696,0.160170316696167
Rosenbrock,Genetic Algorithm,19,73.56921895770522,0.12265610694885254
Rosenbrock,Genetic Algorithm,20,42.09063773543893,0.13791275024414062
Rosenbrock,Genetic Algorithm,21,70.26475651304732,0.07534360885620117
Rosenbrock,Genetic Algorithm,22,63.623626375080526,0.07803964614868164
Rosenbrock,Genetic Algorithm,23,27.129670388779473,0.07543110847473145
Rosenbrock,Genetic Algorithm,24,62.27909843887853,0.07335972785949707
Rosenbrock,Genetic Algorithm,25,43.61428989734783,0.08094596862792969
Rosenbrock,Genetic Algorithm,26,37.354213278565396,0.08493590354919434
Rosenbrock,Genetic Algorithm,27,61.13479473160906,0.07745504379272461
Rosenbrock,Genetic Algorithm,28,6.415333425510669,0.07593154907226562
Rosenbrock,Genetic Algorithm,29,11.36583699813837,0.09175944328308105
Rosenbrock,Genetic Algorithm,30,40.81847308983854,0.1672976016998291
